Filename,contrast_angle_0_distance_1,contrast_angle_0_distance_2,contrast_angle_0_distance_3,contrast_angle_45_distance_1,contrast_angle_45_distance_2,contrast_angle_45_distance_3,contrast_angle_90_distance_1,contrast_angle_90_distance_2,contrast_angle_90_distance_3,contrast_angle_135_distance_1,contrast_angle_135_distance_2,contrast_angle_135_distance_3,dissimilarity_angle_0_distance_1,dissimilarity_angle_0_distance_2,dissimilarity_angle_0_distance_3,dissimilarity_angle_45_distance_1,dissimilarity_angle_45_distance_2,dissimilarity_angle_45_distance_3,dissimilarity_angle_90_distance_1,dissimilarity_angle_90_distance_2,dissimilarity_angle_90_distance_3,dissimilarity_angle_135_distance_1,dissimilarity_angle_135_distance_2,dissimilarity_angle_135_distance_3,homogeneity_angle_0_distance_1,homogeneity_angle_0_distance_2,homogeneity_angle_0_distance_3,homogeneity_angle_45_distance_1,homogeneity_angle_45_distance_2,homogeneity_angle_45_distance_3,homogeneity_angle_90_distance_1,homogeneity_angle_90_distance_2,homogeneity_angle_90_distance_3,homogeneity_angle_135_distance_1,homogeneity_angle_135_distance_2,homogeneity_angle_135_distance_3,energy_angle_0_distance_1,energy_angle_0_distance_2,energy_angle_0_distance_3,energy_angle_45_distance_1,energy_angle_45_distance_2,energy_angle_45_distance_3,energy_angle_90_distance_1,energy_angle_90_distance_2,energy_angle_90_distance_3,energy_angle_135_distance_1,energy_angle_135_distance_2,energy_angle_135_distance_3,correlation_angle_0_distance_1,correlation_angle_0_distance_2,correlation_angle_0_distance_3,correlation_angle_45_distance_1,correlation_angle_45_distance_2,correlation_angle_45_distance_3,correlation_angle_90_distance_1,correlation_angle_90_distance_2,correlation_angle_90_distance_3,correlation_angle_135_distance_1,correlation_angle_135_distance_2,correlation_angle_135_distance_3,entropy_angle_0_distance_1,entropy_angle_0_distance_2,entropy_angle_0_distance_3,entropy_angle_45_distance_1,entropy_angle_45_distance_2,entropy_angle_45_distance_3,entropy_angle_90_distance_1,entropy_angle_90_distance_2,entropy_angle_90_distance_3,entropy_angle_135_distance_1,entropy_angle_135_distance_2,entropy_angle_135_distance_3,labels
blotchy_0019.jpg,171.21029411764997,233.01093425606464,149.82234987745318,244.3369319492608,9.852849264705569,11.594217608612302,9.18540134803894,11.840138408304789,0.1067629521824357,0.0907588665175588,0.1151783007496642,0.0895124368283533,0.0201022537315043,0.0187039900423715,0.0207549284490766,0.0185803089357327,0.7479216420954772,0.6570361194261074,0.7794359935324306,0.6403689673052577,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0110.jpg,62.06844362745227,130.62800461361226,73.66237745098209,116.962306805077,5.126225490195918,7.397308727412749,5.497824754901789,7.051933871588073,0.246439978272273,0.1844919424658298,0.2346671612242177,0.1906084108500911,0.0211580525228542,0.017780494784323,0.0205373668110741,0.0181239763360256,0.9788809830533128,0.9555366480871408,0.9749140516022704,0.9601905654019868,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy frilly
blotchy_0102.jpg,255.26994485297132,436.2065513264954,254.7813419117903,426.0713725491104,7.196231617647351,9.231603229528686,7.076102941176772,9.16150711265068,0.4449720415573769,0.4092996781193577,0.4537334343359734,0.4098141938379544,0.2058236280048083,0.1961160956204536,0.2094931959460325,0.1960951255982337,0.952915088384074,0.9195958398732113,0.9529245378542848,0.9214640715485642,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0028.jpg,139.8837469362774,187.50632833526208,90.95949754902132,178.40550557478252,8.577466299019386,10.018131487889416,6.921844362745023,9.831726259131198,0.1341401096724213,0.1142149037687901,0.1604819210369942,0.1137120129823677,0.0199174853556375,0.0185058268301643,0.0220023329036101,0.0185929156851056,0.8662408634551427,0.8183669087328244,0.9119528485504572,0.8271755555446096,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0084.jpg,87.41965379902109,149.70980392156892,88.58843443627693,153.43152633602543,6.758532475490096,9.008227604767448,6.851148897058721,9.190019223375574,0.1586424813683655,0.1184890345531479,0.1554405909238598,0.1167370534958914,0.016921720964347,0.0146664756612211,0.016776701741974,0.014514287664383,0.9630124153766269,0.9365159564372548,0.9624446484920112,0.9349368858340202,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0101.jpg,37.73270526960723,49.94034602076114,20.5659773284314,55.24201460976536,2.4053768382352425,2.854179161860824,1.8168658088235,3.023114186851214,0.5986328454098006,0.5382465589773539,0.6432002020217286,0.5348583709719259,0.1259764464867803,0.1107262975773123,0.1370808294146632,0.1105816695852993,0.9766369775403864,0.9690305517685996,0.9872101006789282,0.9657429648782933,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy stained
blotchy_0034.jpg,144.0937193627467,313.1938331411061,210.35513174019985,322.24722798923864,9.209803921568287,13.804090734332885,11.277068014705431,14.07003460207612,0.1087468734839339,0.0724219447538612,0.0875871440691888,0.0698565648410466,0.0174617739165367,0.0146032361621364,0.0159226834866612,0.0144784278474668,0.8893119799809546,0.7588129935447651,0.8380433779989156,0.7518420374725143,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0055.jpg,104.96564031862788,139.01299500192155,58.40661764706,136.473710111495,7.848115808823425,8.985928489042672,5.3986519607842265,8.910865051903126,0.1272059161412202,0.1126236423329437,0.2014480107032818,0.1129991876064024,0.0149445753316556,0.0140927771602578,0.0186465107788937,0.0141320174897283,0.9632697625695458,0.951273683656632,0.979543995128086,0.9521629360925964,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy
blotchy_0109.jpg,228.50860906864452,333.5951557093624,227.29590992648764,439.0919953864125,9.5568627450976,11.689765474817584,9.355958946078006,12.99264898116152,0.1838610733561301,0.1466559074282765,0.1847000783974532,0.1461971815241636,0.0200008983769613,0.0175293374075168,0.0199917977602657,0.0171983590698102,0.9342686670692244,0.9040177762501584,0.9345217417921996,0.8736589604200158,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy veined
blotchy_0121.jpg,374.4894301471152,480.42515955399966,225.93010110296552,488.666697424054,10.010140931372216,11.343975394078536,7.7211243872551165,11.553556324489907,0.3132902916943837,0.2734331480147354,0.3424408208637538,0.2677976511342432,0.0383614309786511,0.0346269191863556,0.043041832248147,0.0336981298356304,0.9790126006944552,0.9730700632367324,0.9873362091142625,0.9726079990734298,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotchy smeared
